0,11773
16,8113
32,4501
17,2447
33,651
34,1106
1,6168
18,3698
35,3920
19,2455
48,7226
49,2132
64,6124
2,8317
36,5378
50,3823
20,6779
21,942
51,1916
52,1953
3,7655
65,8214
37,6615
4,3422
80,14396
53,8641
81,1654
66,8119
22,15846
5,6240
38,9641
54,4310
67,2067
39,1901
40,2278
23,6026
82,7483
68,5662
55,6929
24,1958
83,2169
41,3562
6,7983
56,2038
84,2030
42,1960
69,5405
25,4531
85,1653
43,2604
26,4095
70,4791
7,9071
71,968
44,4863
57,9037
8,3996
72,3109
9,1140
73,1714
58,5635
86,12580
87,582
10,3774
27,10569
59,3292
45,9177
88,1605
28,3064
89,2246
60,3488
11,4501
46,3571
74,9571
61,2582
29,4239
62,2553
12,4801
90,6977
63,1023
13,2885
75,7178
91,4278
92,3143
47,15879
30,12947
76,11579
77,6695
14,18971
31,12024
15,1414
93,18836
78,6865
94,3021
79,5175
95,16140
0,1409
1,1585
2,7828
64,72
3,7504
4,1508
5,1506
6,20
32,12964
33,84
34,201
35,33
80,8676
36,12235
48,20441
37,2039
49,897
38,1605
39,3607
40,93
50,6001
81,19266
82,1253
41,10150
42,1765
65,59450
7,50513
8,99
43,21365
44,32
45,231
46,34
47,1157
66,18395
9,11307
83,26040
84,33
85,4096
86,5578
87,77
88,1014
89,194
90,2725
91,3031
92,10836
51,120834
16,114502
52,35
53,81
54,33
55,159
93,24775
17,19886
18,884
67,88778
68,1404
69,318
70,81
71,2202
19,34218
56,52754
20,3628
21,2356
57,4467
58,474
22,5528
23,1110
59,6238
60,3001
24,9860
61,10126
94,235361
25,272772
26,177
27,75951
28,31
10,415605
11,9516
29,294909
30,804
95,1324113
62,1750527
63,7127
72,2661474
73,33
74,7354
75,89625
76,25501
77,1455
78,4007
79,36
31,1898519
12,4338550
13,2264
14,972
15,34
0,3960
1,2831
2,1961
32,155
33,171
34,814
35,29
16,10610
64,72
65,35
66,34
67,59
68,4047
69,62
70,63
71,2122
80,7864
17,38387
18,435
19,59
48,39279
20,11797
21,106
49,5611
50,787
51,1081
52,34
53,103
54,30
55,31
22,3808
23,1031
24,1004
25,36
26,1782
27,454
28,34
29,5302
30,796
31,2551
81,93009
82,13458
83,55
84,32
85,2653
86,6212
87,36
88,856
89,234
36,109266
90,14307
91,2489
92,34
37,17547
38,1292
93,5793
94,1995
72,125605
73,38
39,14356
40,45
74,4888
41,6955
75,7610
76,1621
77,1247
78,3242
79,35
3,284826
4,3225
5,682
6,19
7,271
8,129
9,1869
10,24
11,17731
12,10761
13,912
95,165514
14,2309
15,84
56,300488
57,3626
58,1022
59,44
60,21760
61,30
62,12561
42,473642
43,2939
44,46
45,81
46,72
47,1908
63,385157
16,2033
17,116
18,556
19,49
20,863
21,58
32,129
22,1862
23,215
24,1578
25,35
48,1579
49,35
0,16794
50,1208
64,33
65,35
51,1915
66,31
52,26
67,104
80,1971
81,2505
82,681
83,280
84,50
26,27780
27,100
85,6671
86,1627
87,35
28,2625
88,994
89,746
90,1997
29,2972
30,372
91,3712
92,31
31,2917
93,2070
94,2201
95,2248
68,32091
69,61
70,62
71,30492
53,336461
54,25
55,44
56,29
57,7252
58,210
59,41
60,101
61,36
62,18730
63,47
72,304454
73,602
74,24489
75,4366
76,2278
77,605
78,2013
79,38
33,431720
34,684
35,160
36,79
37,879
38,2458
39,89
40,32
41,3988
42,18775
43,1158
44,34
45,234
46,107
47,287227
1,978886
2,4204
3,3795
4,23368
5,191
6,24
7,171
8,4968
9,5256
10,34
11,187
12,13293
13,1054
14,4929
15,15751
1,36
2,34
16,2341
17,420
18,35
19,28
20,1019
32,260
21,89
3,15962
22,9356
64,29
65,60
66,40
23,995
4,5090
67,932
48,9308
5,1255
49,207
50,36
24,2943
25,59
80,1093
81,3031
82,1589
83,253
51,11555
52,48
68,19566
69,203
70,144
71,4059
6,26533
7,855
72,3767
8,3838
9,33
10,1156
11,254
12,43
13,3426
33,78221
34,3627
35,92
36,36
37,586
38,2663
39,92
40,33
41,1122
53,60885
54,35
84,66576
55,6324
56,32
57,61
58,33
59,33
60,47
61,43
42,45426
43,417
44,35
45,118
46,3518
47,18723
14,81674
15,6991
62,96168
63,31
26,619309
27,797
28,10044
29,2875
30,1506
31,9947
73,941798
74,59
75,3301
76,32
77,2415
78,20177
79,27659
85,722054
86,2313
87,63
88,26965
89,1003090
90,1604
91,127074
92,35
93,7683
94,169
95,145729
16,3446
64,34
80,5669
81,793
32,28167
17,23887
18,31
19,32
20,34
82,17372
0,58132
83,360
1,34
2,36
84,488
3,33
85,1297
86,14626
87,1588
88,904
89,9111
90,1405
91,6555
92,1506
21,37587
48,89283
49,8700
50,34
51,284
93,63267
94,762
22,142368
52,72564
4,187357
5,339
53,42158
54,2905
55,1006
23,187568
24,149
25,43
56,110858
57,46
58,821
59,34
60,33
61,14379
65,351313
66,69
67,6759
26,79569
62,21379
63,32
33,529657
34,31
35,102
36,86
37,2452
38,1392
39,2602
40,31
41,20563
42,820
43,17100
44,356
45,396
46,31
47,8932
6,361471
7,1928
8,1505
9,31
68,217044
10,3704
69,382
70,634
11,34047
12,49
71,62989
72,6253
73,1719
74,47
75,10983
76,32
77,5891
78,32
79,53
27,548728
28,61
29,4685
30,2715
31,2748
95,1681120
13,2145836
14,4760
15,132249
16,217
17,1101
18,35
0,6644
1,49
32,5376
48,1734
2,11398
3,34
33,6454
19,14811
34,36
20,60
21,59
35,1045
22,791
23,1598
24,750
25,48
64,22441
65,40874
66,71
26,116002
27,114
28,116
29,2040
4,103659
5,48
30,25063
31,331
6,36631
7,817
8,891
9,31
10,3948
11,2501
80,167969
81,1005
82,8419
83,516
84,422
85,1178
86,17745
87,123
88,1696
89,14293
90,829
91,24803
92,3045
93,9228
12,157819
94,45190
95,982
13,28517
14,20506
15,15963
67,387662
68,1246
69,29
70,31
71,39483
