,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20,0.23064017,0.45106593,-0.06839063,0.4516206,0.1576008,0.0050512785,0.20544699,-0.17769484,0.031164905,0.67695934,0.26834542,-0.0203397,0.10937838,0.44961178,0.08832103,-0.28054413,0.4670564,-0.011496097,0.6772163,0.5788114,0.8249853,0.019501239,-0.13562483,0.15748067,-0.28533158,0.4951006,0.00094790757,-0.19142953,-0.10302036,0.72958434,0.888339,-0.25332505,-0.0031548047,0.23854308,-0.13076937,0.16467474,0.26078853,0.5402124,0.077749,-0.29732427,0.06155822,0.3801929,0.29194832,-0.017582878,0.34539774,0.42093483,0.9705831,-0.14734414,-0.28693247,0.089166,0.1584994,0.759821,-0.027412059,0.74628246,0.604226,0.10394033,0.68591225,0.1514294,0.45025918,0.38547707,0.009038508,-0.1502392,-0.009499475,-0.20653908
21,0.30168417,0.6361608,-0.20906018,0.18693592,0.0757472,0.24551934,0.34569022,-0.018264305,0.25471392,0.3764882,0.31136093,-0.18952616,-0.032085493,0.15368536,0.27043316,-0.023055837,0.67624533,-0.16978306,0.46104765,0.4177596,0.798327,-0.00021351874,-0.118379205,0.11485855,-0.3329264,0.37088946,-0.21395688,0.075665206,-0.18287238,0.40098116,0.97351056,-0.187177,0.13313502,0.35517678,-0.0702271,0.0887872,0.36474925,0.47532824,-0.16392596,-0.11423042,-0.22906299,0.19077377,0.28179696,0.16884686,0.046842836,0.16412804,0.71359986,-0.109109454,-0.031503845,-0.007719174,0.10639111,0.8028068,-0.059783358,0.41074756,0.2202527,0.35648438,0.44348,0.0631464,0.16127424,0.35467184,-0.08616777,-0.28502053,0.0659854,-0.13974129
22,0.30475628,0.5900264,-0.5020052,0.24653795,0.029889284,0.26560977,0.41777694,-0.3106208,0.24537097,0.41851026,0.34501094,-0.18847105,0.21483879,0.440918,0.34862038,-0.13035963,0.63530266,0.17980231,0.6144016,0.4719941,0.54458827,0.019151866,-0.07114022,0.03324634,-0.21205872,0.30307966,-0.025718957,-0.122377,-0.058047727,0.5933734,1.1496897,-0.20686488,-0.1412047,0.15237775,0.0051157977,0.15452522,0.27927625,0.51162666,-0.07642208,-0.37276953,-0.20515572,0.29072097,0.074529745,0.050306752,0.22697215,0.13397178,0.89152557,0.032583803,-0.091994606,0.12140058,-0.0098614395,0.5850433,-0.3084683,0.47118387,0.22806658,0.09514104,0.64238286,0.179816,0.3119014,0.39410228,0.15231736,-0.3598305,0.1407383,0.07732834
23,-0.1695354,-0.30454147,0.16555767,-0.3195582,-0.17587228,-0.022367328,0.30552092,0.19790322,0.044575572,0.04817989,0.06350204,0.27389508,0.01592651,-0.04653113,-0.106920324,0.18643695,0.1278436,-0.105220236,-0.654707,-0.56562066,-0.50323445,0.19082396,0.10149571,-0.016935825,0.08238461,0.06477494,0.14881496,0.36160016,-0.15086928,-0.14075038,0.15121576,0.06727539,0.06255254,-0.25490174,0.06746063,0.12589748,0.16821535,0.004174075,0.17862983,0.36022428,0.22186482,-0.079052106,-0.27964446,0.0036093146,-0.037863016,0.09923662,-0.33580554,-0.0014407635,0.24009381,0.21155782,0.07333288,-0.05190875,0.015751882,-0.50764394,-0.12544563,0.01418815,0.18501593,0.03921728,-0.2686473,-0.14161392,-0.056187272,0.32522124,0.14747839,-0.07458389
24,-0.17633435,-0.40615907,0.17754756,-0.23807678,-0.053093992,0.117309354,0.19828975,0.026738813,0.115278654,0.01508514,0.15573855,-0.06318419,0.19070442,-0.18575355,-0.21857187,-0.19613743,0.14145063,0.077820644,-0.1776152,-0.28369248,-0.49491754,-0.11013603,0.06390133,-0.0693436,-0.029320182,-0.22316486,0.12617798,0.16820832,0.11467494,0.15193452,-0.047874767,-0.082139395,-0.16248928,0.1334495,0.0842659,0.039350804,0.16487895,0.16587493,-0.16089055,0.10691029,-0.09275497,0.14428173,0.045093544,-0.111021586,-0.17811455,-0.102396235,0.18176907,0.20896672,0.15781498,-0.05710958,0.13521616,0.2248753,0.039803598,-0.168958,-0.06540565,0.17267536,-0.041863367,0.2136888,-0.20053129,-0.11089906,-0.026612192,0.1903645,-0.06727925,-0.13168006
25,-0.09648818,-0.3990539,-0.12512161,-0.28984317,0.06138551,-0.1964133,0.41469154,0.34183937,0.15786435,-0.035299245,-0.016769504,0.36426178,-0.14718783,0.023301762,-0.060993712,0.25258374,0.08974452,-0.06379387,-0.7520386,-0.2582403,-0.5251434,-0.08358684,0.22391489,0.07969464,0.31345454,0.06619039,0.2116123,0.4041993,0.034242824,-0.13562794,-0.09659936,-0.014174568,0.077746,-0.30521062,0.17506331,0.18058194,0.2532036,0.03226867,0.19506897,-0.057990003,0.47306436,-0.08745802,-0.14434408,-0.14206722,-0.21674082,0.35272306,-0.19985192,-0.014487192,0.23098005,-0.012798861,-0.030493584,0.09254554,0.35962537,-0.32293043,-0.4070919,-0.2446805,0.38408607,0.093362615,-0.22824238,-0.23759386,-0.07450853,-0.0016066943,0.05420895,0.08743437
26,0.08588187,0.67023283,0.0040912493,0.058704995,0.18953453,0.3494369,0.4229434,-0.36173877,0.15464896,0.17662528,0.115495294,-0.06439082,0.0682673,0.4205588,0.24099249,-0.08767647,0.73289204,0.12143771,0.8096457,0.44855726,0.88195664,0.18447532,-0.20664573,-0.05057305,-0.079305306,0.3150943,-0.053589806,0.010455719,0.21179946,0.5701421,0.7110882,-0.25747278,0.051310614,0.39238384,-0.17146875,0.0659864,0.116543226,0.57875115,0.08807106,-0.19929199,-0.11589749,0.3337104,0.37964445,-0.070548594,0.40213335,0.23009014,0.86521095,-0.120900534,-0.2955307,0.06311916,0.31621495,0.73134327,-0.38731933,0.73421127,0.23408306,0.26326534,0.6896607,0.014348105,0.574133,0.521315,0.08091988,-0.23200886,-0.049593553,0.053261295
27,0.36809507,0.45219344,-0.54142964,0.45916376,0.096856885,0.33896375,0.40386865,-0.43930757,0.22359098,0.4606139,-0.0026794227,-0.339667,-0.15982622,0.19721076,0.10370234,-0.086179525,0.60712504,0.13398995,0.6255157,0.41028243,0.8680312,0.13294257,-0.21327338,-0.046225503,-0.30465123,0.16511339,0.06386794,-0.05066172,0.11571787,0.42025915,0.8408104,0.01647014,-0.2718744,0.046428837,-0.03883802,-0.06790926,0.09470869,0.5429095,-0.014387801,-0.22051015,-0.1982077,0.1059289,0.062286846,0.13065262,0.20635247,0.3367935,0.8641956,-0.05024697,-0.071474485,0.037186578,0.21341476,0.5195549,-0.09443834,0.42327973,0.5258611,0.053227246,0.614647,-0.027641296,0.16412307,0.4249361,-0.15653524,0.068721324,-0.0723868,-0.024924636
28,0.040477358,-0.188433,-0.20196253,0.14297223,0.14890571,-0.21173394,-0.041959148,0.18273106,0.16767631,-0.20483541,0.0020925796,0.016761959,0.11477913,-0.14605968,-0.20337084,-0.10116166,0.01765059,-0.16950625,-0.08776647,0.14911976,-0.12599419,0.11604245,-0.018007025,-0.027615353,0.14015608,0.14182357,-0.19394027,-0.12823668,0.095824376,-0.047440693,-0.017408207,-0.11386508,-0.196748,0.018677475,-0.15454596,-0.12375274,0.17589238,0.040035944,0.0004053414,0.07075946,-0.17068195,0.10287918,-0.09442796,-0.1977286,-0.18234345,-0.04966792,0.1175845,0.017782614,-0.036825895,-0.1592508,-0.07064569,0.15062271,-0.031540386,0.07290265,-0.19701616,0.05753903,0.18189965,-0.1094688,-0.0023000618,0.080439016,0.05064772,0.10770391,-0.13152882,-0.16539228
29,-0.051613744,-0.1615524,-0.0044896007,0.12587377,0.10073695,-0.13728268,-0.20413582,0.017867766,-0.08882841,0.15642539,-0.035638705,-0.21725956,-0.17621537,0.0076366714,0.12514186,0.039626762,0.1541486,0.099358305,-0.15343255,-0.039177965,-0.07794984,-0.117150865,-0.11425848,-0.07449348,0.15166865,-0.03189455,-0.19125378,0.0055783275,-0.08281225,0.031302508,-0.20096034,-0.050378434,-0.22072473,-0.019691527,-0.08110711,-0.15886615,-0.20361328,0.0702252,0.14987008,-0.008404195,0.07953092,0.06328531,-0.093383975,-0.09888611,0.09643988,0.11461951,-0.20193033,-0.16506714,0.0044448967,-0.021733955,0.032493003,0.13149163,0.06475767,0.092987165,0.11697519,0.14678168,0.14351721,-0.13001093,-0.086319596,-0.18934315,-0.007532418,-0.023181953,-0.002042085,0.17966793
30,0.050588045,-0.2171165,-0.179174,-0.3228151,-0.11441,0.06747817,0.2640211,0.31506723,-0.058739867,-0.18473841,-0.03498258,0.026444416,-0.046415597,-0.13791272,-0.041626196,0.04159045,-0.20438018,0.13237943,-0.42952207,-0.5388644,-0.74453664,0.07237671,0.2591613,0.11319281,0.11742764,-0.22476834,-0.098480456,0.56650794,-0.14255871,-0.21466643,0.008463848,0.2548146,-0.08516571,-0.1590855,-0.050996207,-0.14310841,0.39674547,-0.049061295,-0.056565434,0.24932902,0.39416048,0.024107799,-0.2767881,0.008205667,-0.049896505,0.27582127,0.016410572,0.09104483,0.29873312,0.20884149,0.11749708,-0.10303104,0.23907422,-0.63299495,-0.27121067,-0.24484733,0.4760703,-0.20833795,-0.027507108,-0.036351305,-0.17265281,-0.030017396,0.014528006,-0.02064678
31,0.00396161,-0.07472492,-0.14923812,-0.10298218,0.044115946,0.15497729,-0.18876757,0.017526373,-0.06339696,-0.10487753,-0.08618153,0.08466114,0.04366426,0.11935816,0.07221467,-0.20694119,-0.07384768,0.20946462,-0.022816595,-0.08278761,-0.12762131,0.16572247,0.008516893,0.15497024,-0.0614053,0.12630354,-0.11561951,-0.17708349,-0.19160776,-0.12554061,0.07481705,-0.18885839,-0.01122928,0.042706076,0.001318069,-0.06898293,0.030610563,-0.002094094,0.1460687,-0.19161852,0.054965034,-0.09351247,0.110167645,0.13346441,-0.12134081,0.14763564,0.0682947,-0.2150414,-0.15583038,0.06667648,-0.1997903,0.07923346,-0.196315,-0.15026917,-0.20706217,0.021160126,0.13263923,-0.1930892,0.1216626,0.02305217,-0.12394776,-0.032064646,-0.20781699,0.05006863
