,0
0,2364315.0
1,658203.0
2,406236.0
3,105868.0
4,85509.0
5,69294.0
6,65084.0
7,46841.0
8,44749.0
9,30508.0
10,28763.0
11,20624.0
12,20087.0
13,18952.0
14,16433.0
15,14356.0
16,14192.0
17,11171.0
18,10963.0
19,10840.0
20,8622.0
21,8461.0
22,7936.0
23,7897.0
24,7548.0
25,6755.0
26,6325.0
27,5791.0
28,5504.0
29,4003.0
30,3948.0
31,3681.0
32,3592.0
33,3329.0
34,2778.0
35,2576.0
36,2114.0
37,1998.0
38,1834.0
39,1648.0
40,1416.0
41,1405.0
42,1393.0
43,1224.0
44,1212.0
45,1175.0
46,1152.0
47,1108.0
48,1095.0
49,997.0
50,947.0
51,924.0
52,875.0
53,874.0
54,860.0
55,688.0
56,667.0
57,522.0
58,403.0
59,395.0
60,360.0
61,356.0
62,351.0
63,228.0
64,224.0
65,207.0
66,185.0
67,129.0
68,124.0
69,86.0
70,74.0
71,62.0
72,49.0
73,48.0
74,47.0
75,46.0
76,44.0
77,40.0
78,38.0
79,36.0
80,36.0
81,35.0
82,35.0
83,35.0
84,34.0
85,34.0
86,34.0
87,33.0
88,33.0
89,33.0
90,33.0
91,32.0
92,32.0
93,31.0
94,30.0
95,27.0
