,0
0,757159.0
1,551469.0
2,398217.0
3,272289.0
4,245225.0
5,187124.0
6,174890.0
7,119782.0
8,108698.0
9,95254.0
10,66035.0
11,60453.0
12,52091.0
13,51596.0
14,41718.0
15,41302.0
16,40947.0
17,32859.0
18,28831.0
19,27288.0
20,26635.0
21,19388.0
22,19367.0
23,15662.0
24,14866.0
25,14025.0
26,12856.0
27,12659.0
28,11153.0
29,10739.0
30,10737.0
31,10704.0
32,10566.0
33,8850.0
34,7751.0
35,6863.0
36,5917.0
37,5346.0
38,5218.0
39,5099.0
40,4888.0
41,4808.0
42,4597.0
43,3360.0
44,2999.0
45,2687.0
46,2615.0
47,2446.0
48,2247.0
49,1924.0
50,1703.0
51,1647.0
52,1618.0
53,1450.0
54,1247.0
55,1172.0
56,1035.0
57,1032.0
58,934.0
59,933.0
60,862.0
61,795.0
62,721.0
63,697.0
64,684.0
65,668.0
66,603.0
67,536.0
68,505.0
69,384.0
70,372.0
71,334.0
72,254.0
73,250.0
74,226.0
75,148.0
76,134.0
77,132.0
78,97.0
79,88.0
80,80.0
81,58.0
82,49.0
83,44.0
84,37.0
85,35.0
86,35.0
87,35.0
88,35.0
89,34.0
90,33.0
91,32.0
92,32.0
93,32.0
94,32.0
95,29.0
