,0
0,902761.0
1,609997.0
2,554462.0
3,426331.0
4,331502.0
5,158294.0
6,134485.0
7,110471.0
8,91765.0
9,89339.0
10,77399.0
11,77080.0
12,64897.0
13,63834.0
14,60083.0
15,46652.0
16,27472.0
17,20246.0
18,19949.0
19,17500.0
20,16481.0
21,15801.0
22,14832.0
23,12428.0
24,12016.0
25,10611.0
26,9555.0
27,9366.0
28,8313.0
29,5644.0
30,5330.0
31,5057.0
32,4728.0
33,4403.0
34,3516.0
35,3480.0
36,3253.0
37,3139.0
38,3040.0
39,2972.0
40,2903.0
41,2896.0
42,2742.0
43,2648.0
44,2526.0
45,2223.0
46,2205.0
47,1844.0
48,1837.0
49,1730.0
50,1673.0
51,1598.0
52,1548.0
53,1523.0
54,1448.0
55,1438.0
56,1393.0
57,1345.0
58,1243.0
59,1075.0
60,1024.0
61,958.0
62,947.0
63,849.0
64,807.0
65,765.0
66,719.0
67,705.0
68,684.0
69,639.0
70,598.0
71,596.0
72,576.0
73,558.0
74,455.0
75,382.0
76,363.0
77,331.0
78,256.0
79,255.0
80,255.0
81,234.0
82,130.0
83,89.0
84,70.0
85,54.0
86,48.0
87,45.0
88,36.0
89,36.0
90,34.0
91,32.0
92,32.0
93,31.0
94,30.0
95,29.0
