,0
0,711124.0
1,607365.0
2,530763.0
3,478450.0
4,352781.0
5,263503.0
6,225007.0
7,175167.0
8,172888.0
9,145431.0
10,61333.0
11,60029.0
12,45801.0
13,37236.0
14,37179.0
15,28680.0
16,26065.0
17,24683.0
18,24673.0
19,20713.0
20,17966.0
21,17213.0
22,16695.0
23,15632.0
24,13058.0
25,11422.0
26,11215.0
27,10927.0
28,10671.0
29,10536.0
30,10438.0
31,9510.0
32,8609.0
33,8538.0
34,5953.0
35,5623.0
36,4963.0
37,4705.0
38,4484.0
39,4164.0
40,3993.0
41,3778.0
42,3695.0
43,2773.0
44,2723.0
45,2707.0
46,2425.0
47,2425.0
48,2373.0
49,2288.0
50,2199.0
51,2196.0
52,2168.0
53,2076.0
54,2057.0
55,1774.0
56,1714.0
57,1688.0
58,1589.0
59,1547.0
60,1513.0
61,1463.0
62,1418.0
63,1376.0
64,1331.0
65,1305.0
66,1296.0
67,1203.0
68,1136.0
69,1114.0
70,1014.0
71,978.0
72,932.0
73,779.0
74,722.0
75,576.0
76,485.0
77,479.0
78,447.0
79,408.0
80,263.0
81,226.0
82,210.0
83,194.0
84,166.0
85,148.0
86,110.0
87,107.0
88,71.0
89,71.0
90,59.0
91,45.0
92,45.0
93,45.0
94,33.0
95,29.0
