,0
0,1045935.0
1,979423.0
2,711748.0
3,613770.0
4,454673.0
5,439578.0
6,419858.0
7,170453.0
8,140147.0
9,134925.0
10,116048.0
11,86672.0
12,69221.0
13,58165.0
14,51662.0
15,45047.0
16,44823.0
17,41016.0
18,30124.0
19,18587.0
20,12343.0
21,12293.0
22,12038.0
23,10017.0
24,9716.0
25,9693.0
26,9105.0
27,8283.0
28,7377.0
29,7364.0
30,7143.0
31,7056.0
32,6317.0
33,5387.0
34,5335.0
35,4801.0
36,4519.0
37,4351.0
38,4078.0
39,4048.0
40,3878.0
41,2846.0
42,2422.0
43,2373.0
44,2261.0
45,2044.0
46,1969.0
47,1826.0
48,1687.0
49,1606.0
50,1573.0
51,1526.0
52,1509.0
53,1490.0
54,1459.0
55,1427.0
56,1372.0
57,1285.0
58,1258.0
59,1218.0
60,1142.0
61,1076.0
62,1008.0
63,997.0
64,996.0
65,903.0
66,852.0
67,834.0
68,830.0
69,792.0
70,754.0
71,684.0
72,676.0
73,593.0
74,443.0
75,398.0
76,376.0
77,313.0
78,296.0
79,200.0
80,195.0
81,175.0
82,144.0
83,114.0
84,103.0
85,90.0
86,77.0
87,60.0
88,57.0
89,49.0
90,48.0
91,46.0
92,44.0
93,43.0
94,37.0
95,37.0
