,0
0,484187.0
1,333405.0
2,282484.0
3,267559.0
4,250836.0
5,232445.0
6,162900.0
7,130519.0
8,128110.0
9,110265.0
10,108512.0
11,103299.0
12,99996.0
13,89586.0
14,66127.0
15,63403.0
16,59448.0
17,58161.0
18,53658.0
19,50207.0
20,42295.0
21,41128.0
22,39534.0
23,17915.0
24,12956.0
25,12767.0
26,10995.0
27,10523.0
28,9168.0
29,8871.0
30,8729.0
31,8663.0
32,7436.0
33,7158.0
34,6900.0
35,6066.0
36,5908.0
37,5515.0
38,5471.0
39,5315.0
40,4382.0
41,4182.0
42,4013.0
43,4010.0
44,3839.0
45,3783.0
46,3774.0
47,3254.0
48,3164.0
49,2946.0
50,2875.0
51,2438.0
52,2105.0
53,2006.0
54,1991.0
55,1931.0
56,1747.0
57,1711.0
58,1703.0
59,1687.0
60,1622.0
61,1549.0
62,1492.0
63,1492.0
64,1490.0
65,1463.0
66,1434.0
67,1369.0
68,1365.0
69,1290.0
70,1283.0
71,1156.0
72,1123.0
73,1063.0
74,977.0
75,887.0
76,717.0
77,660.0
78,590.0
79,506.0
80,394.0
81,347.0
82,295.0
83,273.0
84,227.0
85,215.0
86,198.0
87,195.0
88,168.0
89,118.0
90,94.0
91,61.0
92,59.0
93,58.0
94,50.0
95,30.0
