,0
0,3015523.0
1,1026910.0
2,896909.0
3,821121.0
4,629535.0
5,532550.0
6,417566.0
7,308670.0
8,307478.0
9,259947.0
10,194075.0
11,190807.0
12,131260.0
13,126970.0
14,103907.0
15,74820.0
16,63294.0
17,51581.0
18,46385.0
19,44612.0
20,35691.0
21,35153.0
22,32375.0
23,30643.0
24,22348.0
25,21896.0
26,20217.0
27,18936.0
28,14751.0
29,13914.0
30,13719.0
31,13632.0
32,13026.0
33,12538.0
34,12405.0
35,11461.0
36,10298.0
37,8384.0
38,6206.0
39,5743.0
40,5697.0
41,4763.0
42,3980.0
43,3655.0
44,3494.0
45,3436.0
46,3387.0
47,3272.0
48,2674.0
49,2587.0
50,2526.0
51,2277.0
52,2007.0
53,1897.0
54,1889.0
55,1708.0
56,1622.0
57,1576.0
58,1532.0
59,1463.0
60,1358.0
61,1283.0
62,1269.0
63,1094.0
64,1087.0
65,994.0
66,976.0
67,975.0
68,957.0
69,733.0
70,705.0
71,683.0
72,669.0
73,607.0
74,605.0
75,589.0
76,555.0
77,472.0
78,395.0
79,373.0
80,286.0
81,183.0
82,146.0
83,141.0
84,130.0
85,92.0
86,92.0
87,71.0
88,62.0
89,60.0
90,44.0
91,36.0
92,35.0
93,35.0
94,31.0
95,29.0
