,0
0,2562358.0
1,486843.0
2,434691.0
3,385805.0
4,285139.0
5,190836.0
6,184221.0
7,183622.0
8,157599.0
9,118003.0
10,103724.0
11,81827.0
12,41144.0
13,34341.0
14,32709.0
15,30921.0
16,29442.0
17,26979.0
18,25064.0
19,25060.0
20,15606.0
21,15069.0
22,13952.0
23,13504.0
24,11531.0
25,10812.0
26,8851.0
27,7041.0
28,6207.0
29,5506.0
30,5325.0
31,4922.0
32,4812.0
33,4601.0
34,4304.0
35,4177.0
36,4131.0
37,4062.0
38,3880.0
39,3177.0
40,3110.0
41,2970.0
42,2959.0
43,2252.0
44,2249.0
45,2190.0
46,2025.0
47,2024.0
48,1457.0
49,1393.0
50,1365.0
51,1323.0
52,1252.0
53,1169.0
54,1115.0
55,1070.0
56,1052.0
57,1043.0
58,1019.0
59,913.0
60,722.0
61,681.0
62,612.0
63,590.0
64,537.0
65,511.0
66,461.0
67,452.0
68,399.0
69,376.0
70,316.0
71,304.0
72,226.0
73,171.0
74,153.0
75,146.0
76,144.0
77,104.0
78,94.0
79,75.0
80,74.0
81,72.0
82,71.0
83,59.0
84,48.0
85,47.0
86,46.0
87,45.0
88,44.0
89,44.0
90,43.0
91,42.0
92,36.0
93,33.0
94,32.0
95,30.0
