,0
0,2971860.0
1,1574452.0
2,756510.0
3,707726.0
4,410777.0
5,243860.0
6,200709.0
7,162510.0
8,159497.0
9,156797.0
10,111311.0
11,108548.0
12,81193.0
13,69291.0
14,67955.0
15,66720.0
16,63499.0
17,60102.0
18,55797.0
19,50149.0
20,45662.0
21,41154.0
22,38411.0
23,38100.0
24,34935.0
25,34056.0
26,32808.0
27,31695.0
28,22056.0
29,20030.0
30,18953.0
31,15357.0
32,15304.0
33,12987.0
34,12934.0
35,12504.0
36,12139.0
37,8601.0
38,8118.0
39,7831.0
40,7807.0
41,6044.0
42,6030.0
43,5700.0
44,4495.0
45,4099.0
46,2768.0
47,2631.0
48,2496.0
49,2234.0
50,2204.0
51,1560.0
52,1556.0
53,1554.0
54,1390.0
55,1320.0
56,1317.0
57,1085.0
58,1049.0
59,1041.0
60,1033.0
61,1011.0
62,974.0
63,959.0
64,824.0
65,810.0
66,795.0
67,599.0
68,580.0
69,477.0
70,456.0
71,387.0
72,375.0
73,374.0
74,358.0
75,325.0
76,296.0
77,262.0
78,260.0
79,247.0
80,222.0
81,171.0
82,144.0
83,116.0
84,103.0
85,85.0
86,47.0
87,45.0
88,36.0
89,36.0
90,34.0
91,34.0
92,32.0
93,31.0
94,29.0
95,26.0
