,0
0,1143504.0
1,726662.0
2,577338.0
3,322284.0
4,244213.0
5,221886.0
6,208369.0
7,123740.0
8,93893.0
9,69064.0
10,66586.0
11,66263.0
12,57210.0
13,52089.0
14,33041.0
15,32857.0
16,30875.0
17,29282.0
18,27251.0
19,23616.0
20,22635.0
21,21892.0
22,20645.0
23,19289.0
24,12732.0
25,12490.0
26,11236.0
27,9632.0
28,8936.0
29,8899.0
30,8068.0
31,7902.0
32,7301.0
33,6665.0
34,6591.0
35,5792.0
36,5045.0
37,4938.0
38,4130.0
39,3961.0
40,3944.0
41,3836.0
42,3713.0
43,3689.0
44,3471.0
45,3041.0
46,2992.0
47,2884.0
48,2382.0
49,2191.0
50,2113.0
51,1904.0
52,1766.0
53,1747.0
54,1720.0
55,1688.0
56,1657.0
57,1628.0
58,1551.0
59,1462.0
60,1340.0
61,1323.0
62,1276.0
63,1213.0
64,1184.0
65,1173.0
66,1145.0
67,1137.0
68,1058.0
69,1014.0
70,954.0
71,917.0
72,864.0
73,818.0
74,781.0
75,642.0
76,516.0
77,435.0
78,372.0
79,367.0
80,291.0
81,254.0
82,240.0
83,210.0
84,142.0
85,129.0
86,113.0
87,107.0
88,92.0
89,72.0
90,60.0
91,60.0
92,46.0
93,37.0
94,34.0
95,27.0
