,0
0,3418478.0
1,2857086.0
2,2804839.0
3,1569058.0
4,1229335.0
5,1048186.0
6,875408.0
7,842200.0
8,833033.0
9,744336.0
10,467923.0
11,396090.0
12,210792.0
13,186732.0
14,177370.0
15,169113.0
16,127740.0
17,127184.0
18,103749.0
19,87014.0
20,53360.0
21,43867.0
22,40863.0
23,40205.0
24,31533.0
25,31499.0
26,26885.0
27,26506.0
28,25829.0
29,24399.0
30,24263.0
31,23945.0
32,23813.0
33,13581.0
34,12552.0
35,9541.0
36,8348.0
37,8116.0
38,7923.0
39,7282.0
40,6923.0
41,6842.0
42,6018.0
43,5220.0
44,5169.0
45,5163.0
46,5085.0
47,4578.0
48,4121.0
49,3670.0
50,3201.0
51,3154.0
52,3087.0
53,2771.0
54,2514.0
55,1971.0
56,1962.0
57,1661.0
58,1592.0
59,1451.0
60,1397.0
61,1346.0
62,1309.0
63,1058.0
64,1042.0
65,831.0
66,788.0
67,604.0
68,601.0
69,556.0
70,543.0
71,521.0
72,502.0
73,320.0
74,301.0
75,288.0
76,278.0
77,275.0
78,215.0
79,201.0
80,158.0
81,104.0
82,74.0
83,70.0
84,62.0
85,61.0
86,48.0
87,45.0
88,36.0
89,35.0
90,35.0
91,34.0
92,34.0
93,34.0
94,30.0
95,28.0
