,0
0,2279772.0
1,715517.0
2,362686.0
3,333554.0
4,162492.0
5,152390.0
6,103139.0
7,98990.0
8,61857.0
9,58361.0
10,56977.0
11,50409.0
12,44763.0
13,42483.0
14,40622.0
15,37359.0
16,37289.0
17,15357.0
18,12742.0
19,12685.0
20,12402.0
21,12129.0
22,11711.0
23,9527.0
24,8826.0
25,8372.0
26,7951.0
27,7482.0
28,6956.0
29,6837.0
30,6321.0
31,6029.0
32,5610.0
33,5472.0
34,5368.0
35,5317.0
36,4775.0
37,4681.0
38,3863.0
39,3274.0
40,3020.0
41,2887.0
42,2849.0
43,2712.0
44,2497.0
45,2213.0
46,2153.0
47,2145.0
48,2103.0
49,2062.0
50,1950.0
51,1543.0
52,1391.0
53,1389.0
54,1320.0
55,1310.0
56,1237.0
57,1162.0
58,1115.0
59,1078.0
60,908.0
61,902.0
62,883.0
63,799.0
64,796.0
65,769.0
66,731.0
67,720.0
68,584.0
69,336.0
70,323.0
71,306.0
72,259.0
73,168.0
74,118.0
75,91.0
76,71.0
77,66.0
78,48.0
79,47.0
80,43.0
81,35.0
82,34.0
83,34.0
84,34.0
85,33.0
86,33.0
87,33.0
88,31.0
89,31.0
90,31.0
91,30.0
92,30.0
93,29.0
94,29.0
95,26.0
