,0
0,1323602.0
1,1165259.0
2,1013793.0
3,589257.0
4,458371.0
5,422897.0
6,172793.0
7,136445.0
8,118514.0
9,97001.0
10,90137.0
11,89450.0
12,89105.0
13,70428.0
14,59164.0
15,50016.0
16,30824.0
17,27165.0
18,26058.0
19,24117.0
20,23426.0
21,19661.0
22,19160.0
23,19113.0
24,12263.0
25,10822.0
26,8378.0
27,8181.0
28,7229.0
29,6494.0
30,6131.0
31,5967.0
32,4141.0
33,4102.0
34,4085.0
35,3926.0
36,3444.0
37,3113.0
38,3062.0
39,3008.0
40,2834.0
41,2498.0
42,2064.0
43,1910.0
44,1679.0
45,1463.0
46,1414.0
47,1344.0
48,1265.0
49,1219.0
50,1159.0
51,1154.0
52,1046.0
53,976.0
54,941.0
55,890.0
56,875.0
57,870.0
58,866.0
59,824.0
60,659.0
61,639.0
62,612.0
63,552.0
64,519.0
65,463.0
66,407.0
67,398.0
68,360.0
69,316.0
70,221.0
71,170.0
72,164.0
73,157.0
74,154.0
75,138.0
76,118.0
77,111.0
78,91.0
79,80.0
80,70.0
81,59.0
82,50.0
83,48.0
84,46.0
85,45.0
86,45.0
87,44.0
88,44.0
89,36.0
90,36.0
91,35.0
92,34.0
93,31.0
94,31.0
95,27.0
