,0
0,2403996.0
1,823909.0
2,692703.0
3,533732.0
4,273568.0
5,147951.0
6,138676.0
7,137378.0
8,70707.0
9,33038.0
10,29674.0
11,21959.0
12,14442.0
13,12866.0
14,12579.0
15,12522.0
16,12120.0
17,11435.0
18,7161.0
19,7002.0
20,6726.0
21,6244.0
22,4870.0
23,4485.0
24,4480.0
25,3960.0
26,3736.0
27,3436.0
28,3435.0
29,3345.0
30,3108.0
31,2985.0
32,2914.0
33,2616.0
34,2560.0
35,2555.0
36,2525.0
37,2493.0
38,2334.0
39,2144.0
40,2010.0
41,1706.0
42,1571.0
43,1554.0
44,1468.0
45,1452.0
46,1345.0
47,1322.0
48,1272.0
49,1260.0
50,1246.0
51,1158.0
52,1069.0
53,1004.0
54,922.0
55,819.0
56,750.0
57,699.0
58,671.0
59,647.0
60,630.0
61,550.0
62,502.0
63,479.0
64,388.0
65,382.0
66,321.0
67,294.0
68,276.0
69,239.0
70,227.0
71,198.0
72,185.0
73,162.0
74,146.0
75,143.0
76,139.0
77,130.0
78,123.0
79,118.0
80,94.0
81,93.0
82,89.0
83,84.0
84,59.0
85,46.0
86,46.0
87,45.0
88,44.0
89,36.0
90,36.0
91,35.0
92,34.0
93,34.0
94,31.0
95,26.0
