,0
0,4733251.0
1,381337.0
2,335113.0
3,267468.0
4,230227.0
5,159414.0
6,54827.0
7,48591.0
8,36830.0
9,33235.0
10,25938.0
11,23363.0
12,21535.0
13,21079.0
14,20760.0
15,17122.0
16,15129.0
17,14805.0
18,14708.0
19,12708.0
20,10214.0
21,8957.0
22,7084.0
23,7021.0
24,6663.0
25,6480.0
26,6418.0
27,5450.0
28,3348.0
29,3311.0
30,3155.0
31,3139.0
32,3024.0
33,2913.0
34,2633.0
35,2432.0
36,2382.0
37,2218.0
38,2211.0
39,2099.0
40,1811.0
41,1714.0
42,1624.0
43,1597.0
44,1588.0
45,1583.0
46,1500.0
47,1262.0
48,1240.0
49,1235.0
50,1171.0
51,1081.0
52,933.0
53,784.0
54,695.0
55,648.0
56,637.0
57,623.0
58,619.0
59,618.0
60,547.0
61,541.0
62,516.0
63,445.0
64,427.0
65,403.0
66,338.0
67,325.0
68,302.0
69,291.0
70,270.0
71,233.0
72,216.0
73,214.0
74,181.0
75,177.0
76,154.0
77,143.0
78,131.0
79,119.0
80,105.0
81,87.0
82,71.0
83,60.0
84,46.0
85,44.0
86,35.0
87,35.0
88,35.0
89,34.0
90,33.0
91,33.0
92,33.0
93,32.0
94,29.0
95,28.0
