,0
0,23905.0
1,21480.0
2,14787.0
3,14302.0
4,14207.0
5,12558.0
6,10992.0
7,10962.0
8,10641.0
9,10624.0
10,10307.0
11,9838.0
12,9470.0
13,9463.0
14,9426.0
15,9388.0
16,9375.0
17,9110.0
18,9051.0
19,8908.0
20,8531.0
21,8513.0
22,8234.0
23,8127.0
24,7975.0
25,7618.0
26,7607.0
27,7242.0
28,6413.0
29,6274.0
30,6221.0
31,5887.0
32,5704.0
33,5650.0
34,5642.0
35,5468.0
36,5216.0
37,4864.0
38,4852.0
39,4754.0
40,4714.0
41,4561.0
42,4438.0
43,4221.0
44,4118.0
45,4102.0
46,4068.0
47,3911.0
48,3683.0
49,3643.0
50,3617.0
51,3599.0
52,3544.0
53,3448.0
54,3427.0
55,3420.0
56,3273.0
57,3246.0
58,3140.0
59,3108.0
60,2949.0
61,2785.0
62,2743.0
63,2688.0
64,2669.0
65,2533.0
66,2390.0
67,2301.0
68,2298.0
69,2293.0
70,2275.0
71,2173.0
72,2151.0
73,2079.0
74,2078.0
75,1956.0
76,1776.0
77,1755.0
78,1746.0
79,1725.0
80,1712.0
81,1572.0
82,1566.0
83,1428.0
84,1401.0
85,1291.0
86,1261.0
87,1178.0
88,1167.0
89,1122.0
90,1121.0
91,998.0
92,941.0
93,348.0
94,272.0
95,154.0
