,0
0,4803521.0
1,1365338.0
2,1176917.0
3,618907.0
4,583048.0
5,214180.0
6,139536.0
7,96658.0
8,94293.0
9,56608.0
10,52219.0
11,49218.0
12,35708.0
13,31697.0
14,30210.0
15,23792.0
16,21600.0
17,19013.0
18,14731.0
19,12927.0
20,10885.0
21,8865.0
22,8051.0
23,8008.0
24,7552.0
25,7243.0
26,6396.0
27,5732.0
28,5191.0
29,4777.0
30,4717.0
31,4323.0
32,4305.0
33,3875.0
34,3218.0
35,2945.0
36,2656.0
37,2584.0
38,2544.0
39,2502.0
40,2396.0
41,2369.0
42,2176.0
43,2098.0
44,2089.0
45,2010.0
46,1058.0
47,959.0
48,915.0
49,914.0
50,892.0
51,825.0
52,801.0
53,720.0
54,702.0
55,669.0
56,657.0
57,626.0
58,577.0
59,470.0
60,382.0
61,354.0
62,249.0
63,210.0
64,149.0
65,141.0
66,140.0
67,128.0
68,124.0
69,115.0
70,105.0
71,103.0
72,97.0
73,93.0
74,92.0
75,88.0
76,84.0
77,82.0
78,81.0
79,60.0
80,57.0
81,48.0
82,47.0
83,39.0
84,36.0
85,36.0
86,35.0
87,35.0
88,34.0
89,33.0
90,33.0
91,32.0
92,31.0
93,30.0
94,29.0
95,25.0
