,0
0,2119.666748046875
1,1724.0
2,1390.6666259765625
3,798.0
4,745.3333129882812
5,595.3333129882812
6,494.0
7,291.0
8,221.6666717529297
9,208.3333282470703
10,207.6666717529297
11,203.6666717529297
12,131.0
13,59.33333206176758
14,44.0
15,37.33333206176758
16,33.66666793823242
17,29.0
18,27.0
19,27.0
20,24.66666603088379
21,21.33333396911621
22,20.33333396911621
23,20.0
24,17.33333396911621
25,17.33333396911621
26,17.33333396911621
27,15.333333015441895
28,15.0
29,15.0
30,14.666666984558105
31,14.0
32,13.666666984558105
33,13.666666984558105
34,13.333333015441895
35,13.0
36,12.666666984558105
37,12.666666984558105
38,12.666666984558105
39,12.666666984558105
40,12.666666984558105
41,12.333333015441895
42,12.333333015441895
43,12.333333015441895
44,12.0
45,12.0
46,12.0
47,12.0
48,11.666666984558105
49,11.666666984558105
50,11.333333015441895
51,11.333333015441895
52,11.333333015441895
53,11.333333015441895
54,11.333333015441895
55,11.0
56,11.0
57,11.0
58,11.0
59,11.0
60,11.0
61,11.0
62,10.666666984558105
63,10.666666984558105
64,10.666666984558105
65,10.333333015441895
66,10.333333015441895
67,10.333333015441895
68,10.333333015441895
69,10.0
70,10.0
71,10.0
72,10.0
73,10.0
74,9.666666984558105
75,9.666666984558105
76,9.666666984558105
77,9.666666984558105
78,9.666666984558105
79,9.666666984558105
80,9.666666984558105
81,9.666666984558105
82,9.333333015441895
83,9.333333015441895
84,9.0
85,8.666666984558105
86,8.666666984558105
87,8.333333015441895
88,8.333333015441895
89,8.333333015441895
90,8.333333015441895
91,7.666666507720947
92,7.0
93,7.0
94,6.333333492279053
95,6.333333492279053
96,6.333333492279053
97,6.0
