,0
0,448190.65625
1,52403.33203125
2,47762.66796875
3,36485.66796875
4,26468.333984375
5,16213.0
6,11768.3330078125
7,4065.0
8,3516.666748046875
9,3326.0
10,3073.333251953125
11,2141.333251953125
12,2035.6666259765625
13,1953.6666259765625
14,1790.3333740234375
15,1394.3333740234375
16,1340.6666259765625
17,1306.6666259765625
18,1297.6666259765625
19,1241.6666259765625
20,1215.6666259765625
21,1205.0
22,1156.6666259765625
23,1112.0
24,1097.3333740234375
25,931.3333129882812
26,872.6666870117188
27,850.3333129882812
28,812.6666870117188
29,776.6666870117188
30,758.6666870117188
31,722.0
32,604.0
33,572.0
34,470.3333435058594
35,380.6666564941406
36,228.3333282470703
37,143.6666717529297
38,124.66666412353516
39,111.33333587646484
40,96.33333587646484
41,95.0
42,87.66666412353516
43,86.0
44,66.33333587646484
45,55.33333206176758
46,46.33333206176758
47,46.0
48,45.33333206176758
49,41.33333206176758
50,35.66666793823242
51,34.33333206176758
52,34.0
53,34.0
54,33.33333206176758
55,33.0
56,32.33333206176758
57,31.0
58,27.0
59,22.66666603088379
60,18.33333396911621
61,18.33333396911621
62,18.33333396911621
63,16.66666603088379
64,16.66666603088379
65,15.666666984558105
66,13.666666984558105
67,11.666666984558105
68,11.333333015441895
69,11.333333015441895
70,11.0
71,11.0
72,10.666666984558105
73,10.333333015441895
74,10.333333015441895
75,10.0
76,10.0
77,9.666666984558105
78,9.666666984558105
79,9.666666984558105
80,9.666666984558105
81,9.333333015441895
82,9.0
83,9.0
84,9.0
85,9.0
86,8.666666984558105
87,8.666666984558105
88,8.333333015441895
89,8.333333015441895
90,7.666666507720947
91,7.666666507720947
92,7.666666507720947
93,7.666666507720947
94,7.333333492279053
95,7.0
96,6.333333492279053
97,6.0
