,0
0,2408.666748046875
1,2291.333251953125
2,1066.6666259765625
3,742.0
4,521.0
5,455.3333435058594
6,412.0
7,326.0
8,187.0
9,148.3333282470703
10,143.6666717529297
11,126.66666412353516
12,109.0
13,59.33333206176758
14,34.33333206176758
15,33.0
16,32.0
17,31.66666603088379
18,31.33333396911621
19,27.0
20,23.66666603088379
21,21.0
22,18.66666603088379
23,18.66666603088379
24,17.33333396911621
25,16.33333396911621
26,15.0
27,14.333333015441895
28,14.333333015441895
29,14.0
30,13.666666984558105
31,13.666666984558105
32,13.333333015441895
33,13.0
34,13.0
35,13.0
36,13.0
37,12.666666984558105
38,12.666666984558105
39,12.666666984558105
40,12.666666984558105
41,12.333333015441895
42,12.0
43,12.0
44,12.0
45,11.666666984558105
46,11.666666984558105
47,11.666666984558105
48,11.666666984558105
49,11.333333015441895
50,11.333333015441895
51,11.333333015441895
52,11.0
53,11.0
54,10.666666984558105
55,10.666666984558105
56,10.333333015441895
57,10.333333015441895
58,10.333333015441895
59,10.333333015441895
60,10.0
61,10.0
62,10.0
63,10.0
64,9.666666984558105
65,9.666666984558105
66,9.666666984558105
67,9.666666984558105
68,9.666666984558105
69,9.666666984558105
70,9.333333015441895
71,9.333333015441895
72,9.333333015441895
73,9.0
74,9.0
75,9.0
76,9.0
77,9.0
78,9.0
79,8.666666984558105
80,8.666666984558105
81,8.333333015441895
82,8.333333015441895
83,8.333333015441895
84,8.333333015441895
85,8.0
86,8.0
87,8.0
88,7.666666507720947
89,7.666666507720947
90,7.666666507720947
91,7.666666507720947
92,7.333333492279053
93,6.666666507720947
94,6.666666507720947
95,6.0
96,6.0
97,5.333333492279053
