,0
0,2822.0
1,2782.0
2,25677.0
3,3175.0
4,5830.0
5,12268.0
6,6992.0
7,2628.0
8,1913.0
9,11083.0
10,1911.0
11,7152.0
12,11534.0
13,8636.0
14,1850.0
15,779.0
16,2943.0
17,13191.0
18,945.0
19,3310.0
20,9528.0
21,13630.0
22,3412.0
23,8474.0
24,5641.0
25,5068.0
26,4757.0
27,4868.0
28,3607.0
29,1650.0
30,2875.0
31,3175.0
32,18382.0
33,1765.0
34,1558.0
35,5925.0
36,1277.0
37,2095.0
38,12226.0
39,4722.0
40,2866.0
41,4754.0
42,3123.0
43,5775.0
44,4380.0
45,6870.0
46,6097.0
47,8060.0
48,4452.0
49,6651.0
50,3012.0
51,1940.0
52,7141.0
53,815.0
54,1811.0
55,4605.0
56,11285.0
57,5832.0
58,3803.0
59,1327.0
60,14176.0
61,2596.0
62,1935.0
63,839.0
64,18637.0
65,13672.0
66,6033.0
67,8295.0
68,4888.0
69,2053.0
70,34828.0
71,1851.0
72,317.0
73,1192.0
74,6794.0
75,2544.0
76,16207.0
77,3872.0
78,4113.0
79,6467.0
80,3409.0
81,1900.0
82,6315.0
83,11064.0
84,4368.0
85,7465.0
86,7157.0
87,4802.0
88,10837.0
89,4950.0
90,2412.0
91,2697.0
92,4595.0
93,7996.0
94,1940.0
95,12362.0
