,0
0,48.0
1,32.0
2,47.0
3,34.0
4,35.0
5,86.0
6,48.0
7,46.0
8,32.0
9,36.0
10,45.0
11,48.0
12,45.0
13,38.0
14,96.0
15,35.0
16,38.0
17,123.0
18,37.0
19,35.0
20,73.0
21,37.0
22,62.0
23,48.0
24,62.0
25,59.0
26,46.0
27,34.0
28,86.0
29,48.0
30,46.0
31,36.0
32,32.0
33,62.0
34,49.0
35,63.0
36,35.0
37,35.0
38,86.0
39,37.0
40,36.0
41,47.0
42,69.0
43,47.0
44,32.0
45,51.0
46,37.0
47,49.0
48,46.0
49,59.0
50,75.0
51,37.0
52,48.0
53,34.0
54,37.0
55,37.0
56,35.0
57,32.0
58,47.0
59,36.0
60,35.0
61,63.0
62,60.0
63,35.0
64,33.0
65,47.0
66,38.0
67,61.0
68,33.0
69,32.0
70,34.0
71,35.0
72,31.0
73,37.0
74,36.0
75,35.0
76,58.0
77,34.0
78,59.0
79,59.0
80,50.0
81,49.0
82,60.0
83,59.0
84,48.0
85,74.0
86,34.0
87,50.0
88,34.0
89,48.0
90,33.0
91,48.0
92,34.0
93,48.0
94,34.0
95,36.0
