,0
0,37.0
1,85.0
2,47.0
3,36.0
4,32.0
5,47.0
6,37.0
7,49.0
8,84.0
9,62.0
10,36.0
11,49.0
12,44.0
13,47.0
14,48.0
15,35.0
16,33.0
17,32.0
18,47.0
19,48.0
20,35.0
21,50.0
22,48.0
23,60.0
24,37.0
25,33.0
26,50.0
27,49.0
28,37.0
29,35.0
30,49.0
31,38.0
32,36.0
33,44.0
34,33.0
35,48.0
36,34.0
37,61.0
38,59.0
39,34.0
40,47.0
41,49.0
42,44.0
43,34.0
44,37.0
45,50.0
46,35.0
47,74.0
48,36.0
49,59.0
50,48.0
51,49.0
52,31.0
53,50.0
54,48.0
55,58.0
56,59.0
57,59.0
58,72.0
59,37.0
60,48.0
61,35.0
62,49.0
63,61.0
64,34.0
65,62.0
66,37.0
67,86.0
68,34.0
69,36.0
70,48.0
71,35.0
72,57.0
73,36.0
74,61.0
75,75.0
76,50.0
77,45.0
78,36.0
79,44.0
80,37.0
81,47.0
82,60.0
83,47.0
84,49.0
85,47.0
86,32.0
87,50.0
88,32.0
89,37.0
90,34.0
91,62.0
92,47.0
93,33.0
94,35.0
95,36.0
