,0
0,10.0
1,13.0
2,10.0
3,9.0
4,14.0
5,9.0
6,10.0
7,12.0
8,9.0
9,10.0
10,12.0
11,11.0
12,9.0
13,12.0
14,8.0
15,11.0
16,9.0
17,7.0
18,8.0
19,11.0
20,14.0
21,14.0
22,10.0
23,14.0
24,12.0
25,10.0
26,36.0
27,10.0
28,10.0
29,13.0
30,13.0
31,13.0
32,10.0
33,9.0
34,11.0
35,10.0
36,10.0
37,14.0
38,8.0
39,14.0
40,12.0
41,9.0
42,9.0
43,10.0
44,11.0
45,10.0
46,9.0
47,15.0
48,12.0
49,9.0
50,10.0
51,10.0
52,13.0
53,10.0
54,12.0
55,10.0
56,10.0
57,13.0
58,9.0
59,9.0
60,9.0
61,14.0
62,10.0
63,10.0
64,12.0
65,8.0
66,11.0
67,13.0
68,10.0
69,9.0
70,15.0
71,11.0
72,11.0
73,9.0
74,12.0
75,9.0
76,11.0
77,8.0
78,15.0
79,8.0
80,10.0
81,10.0
82,9.0
83,9.0
84,9.0
85,8.0
86,9.0
87,8.0
88,12.0
89,11.0
90,10.0
91,12.0
92,8.0
93,9.0
94,9.0
95,11.0
