,0
0,12.0
1,14.0
2,10.0
3,14.0
4,21.0
5,13.0
6,9.0
7,34.0
8,21.0
9,10.0
10,34.0
11,20.0
12,13.0
13,13.0
14,14.0
15,9.0
16,13.0
17,13.0
18,13.0
19,13.0
20,11.0
21,10.0
22,13.0
23,10.0
24,13.0
25,10.0
26,8.0
27,11.0
28,11.0
29,12.0
30,11.0
31,13.0
32,11.0
33,10.0
34,14.0
35,9.0
36,11.0
37,10.0
38,11.0
39,13.0
40,12.0
41,15.0
42,13.0
43,23.0
44,32.0
45,12.0
46,13.0
47,8.0
48,9.0
49,22.0
50,34.0
51,14.0
52,20.0
53,12.0
54,19.0
55,12.0
56,11.0
57,9.0
58,11.0
59,32.0
60,12.0
61,11.0
62,11.0
63,16.0
64,12.0
65,10.0
66,9.0
67,11.0
68,8.0
69,14.0
70,11.0
71,8.0
72,9.0
73,13.0
74,12.0
75,11.0
76,14.0
77,9.0
78,12.0
79,12.0
80,11.0
81,12.0
82,12.0
83,9.0
84,11.0
85,13.0
86,10.0
87,11.0
88,11.0
89,13.0
90,14.0
91,15.0
92,12.0
93,21.0
94,11.0
95,12.0
