,0
0,36.0
1,36.0
2,51.0
3,50.0
4,35.0
5,61.0
6,72.0
7,46.0
8,59.0
9,35.0
10,47.0
11,48.0
12,35.0
13,60.0
14,48.0
15,36.0
16,71.0
17,33.0
18,47.0
19,57.0
20,62.0
21,35.0
22,35.0
23,37.0
24,59.0
25,49.0
26,88.0
27,47.0
28,49.0
29,33.0
30,61.0
31,35.0
32,60.0
33,34.0
34,61.0
35,60.0
36,36.0
37,58.0
38,60.0
39,60.0
40,49.0
41,35.0
42,36.0
43,45.0
44,86.0
45,60.0
46,63.0
47,60.0
48,48.0
49,62.0
50,48.0
51,32.0
52,73.0
53,34.0
54,60.0
55,47.0
56,46.0
57,49.0
58,86.0
59,48.0
60,34.0
61,34.0
62,35.0
63,84.0
64,61.0
65,35.0
66,61.0
67,38.0
68,48.0
69,99.0
70,62.0
71,59.0
72,47.0
73,36.0
74,37.0
75,73.0
76,50.0
77,36.0
78,36.0
79,47.0
80,59.0
81,46.0
82,48.0
83,60.0
84,49.0
85,72.0
86,37.0
87,63.0
88,47.0
89,37.0
90,104.0
91,45.0
92,98.0
93,34.0
94,57.0
95,48.0
