,0
0,36.0
1,31.0
2,35.0
3,33.0
4,36.0
5,35.0
6,37.0
7,38.0
8,37.0
9,37.0
10,33.0
11,38.0
12,34.0
13,36.0
14,35.0
15,34.0
16,38.0
17,33.0
18,36.0
19,33.0
20,21.0
21,37.0
22,37.0
23,34.0
24,37.0
25,31.0
26,33.0
27,35.0
28,30.0
29,36.0
30,28.0
31,37.0
32,36.0
33,31.0
34,34.0
35,37.0
36,36.0
37,35.0
38,36.0
39,34.0
40,36.0
41,33.0
42,35.0
43,34.0
44,34.0
45,34.0
46,34.0
47,47.0
48,37.0
49,32.0
50,37.0
51,34.0
52,23.0
53,36.0
54,37.0
55,34.0
56,36.0
57,38.0
58,35.0
59,36.0
60,38.0
61,37.0
62,36.0
63,34.0
64,29.0
65,35.0
66,35.0
67,33.0
68,35.0
69,35.0
70,32.0
71,47.0
72,46.0
73,34.0
74,31.0
75,37.0
76,34.0
77,36.0
78,36.0
79,36.0
80,35.0
81,35.0
82,34.0
83,27.0
84,46.0
85,36.0
86,34.0
87,34.0
88,34.0
89,32.0
90,35.0
91,37.0
92,37.0
93,30.0
94,36.0
95,47.0
