,0
0,37.0
1,34.0
2,34.0
3,32.0
4,46.0
5,35.0
6,37.0
7,38.0
8,47.0
9,47.0
10,39.0
11,34.0
12,35.0
13,50.0
14,35.0
15,38.0
16,49.0
17,34.0
18,35.0
19,37.0
20,36.0
21,36.0
22,32.0
23,35.0
24,36.0
25,35.0
26,35.0
27,47.0
28,31.0
29,36.0
30,36.0
31,50.0
32,37.0
33,35.0
34,50.0
35,34.0
36,33.0
37,34.0
38,35.0
39,35.0
40,62.0
41,36.0
42,33.0
43,35.0
44,35.0
45,36.0
46,36.0
47,35.0
48,27.0
49,34.0
50,37.0
51,36.0
52,50.0
53,36.0
54,49.0
55,60.0
56,33.0
57,33.0
58,37.0
59,36.0
60,37.0
61,23.0
62,45.0
63,37.0
64,34.0
65,39.0
66,37.0
67,34.0
68,33.0
69,35.0
70,36.0
71,34.0
72,34.0
73,47.0
74,33.0
75,34.0
76,34.0
77,39.0
78,48.0
79,33.0
80,37.0
81,33.0
82,49.0
83,35.0
84,36.0
85,34.0
86,37.0
87,37.0
88,35.0
89,36.0
90,36.0
91,35.0
92,33.0
93,44.0
94,35.0
95,28.0
