,0
0,35.0
1,47.0
2,27.0
3,59.0
4,48.0
5,61.0
6,50.0
7,37.0
8,33.0
9,61.0
10,60.0
11,35.0
12,50.0
13,50.0
14,37.0
15,47.0
16,34.0
17,74.0
18,34.0
19,35.0
20,48.0
21,34.0
22,60.0
23,95.0
24,75.0
25,58.0
26,95.0
27,72.0
28,34.0
29,35.0
30,35.0
31,47.0
32,57.0
33,47.0
34,84.0
35,72.0
36,34.0
37,82.0
38,71.0
39,98.0
40,73.0
41,33.0
42,32.0
43,34.0
44,35.0
45,70.0
46,35.0
47,85.0
48,180.0
49,85.0
50,75.0
51,37.0
52,73.0
53,48.0
54,36.0
55,37.0
56,35.0
57,35.0
58,61.0
59,35.0
60,37.0
61,85.0
62,48.0
63,34.0
64,49.0
65,56.0
66,83.0
67,60.0
68,57.0
69,50.0
70,48.0
71,36.0
72,48.0
73,46.0
74,34.0
75,59.0
76,59.0
77,34.0
78,72.0
79,50.0
80,49.0
81,46.0
82,61.0
83,49.0
84,35.0
85,49.0
86,35.0
87,47.0
88,73.0
89,46.0
90,21.0
91,63.0
92,37.0
93,48.0
94,74.0
95,47.0
