,0
0,37.0
1,60.0
2,99.0
3,34.0
4,34.0
5,35.0
6,47.0
7,62.0
8,59.0
9,48.0
10,72.0
11,30.0
12,33.0
13,73.0
14,59.0
15,70.0
16,36.0
17,48.0
18,70.0
19,49.0
20,47.0
21,47.0
22,37.0
23,60.0
24,50.0
25,48.0
26,61.0
27,74.0
28,48.0
29,45.0
30,36.0
31,48.0
32,61.0
33,48.0
34,37.0
35,35.0
36,33.0
37,50.0
38,60.0
39,61.0
40,49.0
41,61.0
42,59.0
43,50.0
44,36.0
45,73.0
46,45.0
47,35.0
48,37.0
49,58.0
50,48.0
51,47.0
52,34.0
53,103.0
54,99.0
55,36.0
56,35.0
57,49.0
58,37.0
59,60.0
60,60.0
61,48.0
62,61.0
63,62.0
64,59.0
65,44.0
66,47.0
67,72.0
68,51.0
69,72.0
70,35.0
71,47.0
72,50.0
73,62.0
74,71.0
75,82.0
76,94.0
77,49.0
78,74.0
79,58.0
80,35.0
81,47.0
82,36.0
83,46.0
84,37.0
85,60.0
86,49.0
87,47.0
88,37.0
89,39.0
90,35.0
91,59.0
92,47.0
93,35.0
94,60.0
95,36.0
