,0
0,61.0
1,71.0
2,59.0
3,73.0
4,87.0
5,46.0
6,86.0
7,37.0
8,50.0
9,32.0
10,46.0
11,35.0
12,47.0
13,35.0
14,48.0
15,45.0
16,73.0
17,61.0
18,36.0
19,62.0
20,45.0
21,35.0
22,61.0
23,48.0
24,47.0
25,48.0
26,61.0
27,46.0
28,35.0
29,34.0
30,74.0
31,98.0
32,59.0
33,58.0
34,59.0
35,72.0
36,48.0
37,61.0
38,72.0
39,50.0
40,47.0
41,37.0
42,48.0
43,60.0
44,45.0
45,35.0
46,85.0
47,59.0
48,47.0
49,47.0
50,49.0
51,48.0
52,55.0
53,81.0
54,34.0
55,63.0
56,35.0
57,48.0
58,46.0
59,63.0
60,34.0
61,38.0
62,68.0
63,35.0
64,47.0
65,49.0
66,62.0
67,35.0
68,36.0
69,60.0
70,49.0
71,96.0
72,49.0
73,34.0
74,48.0
75,36.0
76,36.0
77,60.0
78,34.0
79,36.0
80,59.0
81,74.0
82,46.0
83,60.0
84,48.0
85,47.0
86,74.0
87,30.0
88,62.0
89,38.0
90,35.0
91,47.0
92,46.0
93,34.0
94,47.0
95,36.0
