,0
0,35.0
1,37.0
2,32.0
3,36.0
4,34.0
5,35.0
6,60.0
7,37.0
8,34.0
9,35.0
10,35.0
11,34.0
12,49.0
13,37.0
14,36.0
15,48.0
16,37.0
17,35.0
18,32.0
19,35.0
20,38.0
21,36.0
22,36.0
23,36.0
24,26.0
25,35.0
26,36.0
27,30.0
28,34.0
29,35.0
30,37.0
31,35.0
32,34.0
33,34.0
34,35.0
35,35.0
36,33.0
37,34.0
38,48.0
39,33.0
40,32.0
41,36.0
42,34.0
43,38.0
44,35.0
45,36.0
46,34.0
47,37.0
48,34.0
49,34.0
50,36.0
51,36.0
52,35.0
53,34.0
54,36.0
55,37.0
56,35.0
57,37.0
58,33.0
59,38.0
60,35.0
61,31.0
62,32.0
63,34.0
64,34.0
65,47.0
66,33.0
67,34.0
68,36.0
69,50.0
70,46.0
71,37.0
72,37.0
73,46.0
74,49.0
75,38.0
76,37.0
77,36.0
78,36.0
79,36.0
80,34.0
81,33.0
82,45.0
83,31.0
84,49.0
85,37.0
86,37.0
87,36.0
88,36.0
89,35.0
90,37.0
91,34.0
92,38.0
93,39.0
94,47.0
95,35.0
