,0
0,103.0
1,34.0
2,36.0
3,71.0
4,104.0
5,45.0
6,34.0
7,34.0
8,35.0
9,131.0
10,33.0
11,37.0
12,46.0
13,57.0
14,36.0
15,33.0
16,32.0
17,37.0
18,34.0
19,35.0
20,34.0
21,24.0
22,44.0
23,59.0
24,33.0
25,35.0
26,71.0
27,56.0
28,36.0
29,73.0
30,107.0
31,34.0
32,99.0
33,71.0
34,34.0
35,36.0
36,35.0
37,74.0
38,36.0
39,34.0
40,34.0
41,30.0
42,35.0
43,59.0
44,36.0
45,35.0
46,34.0
47,35.0
48,60.0
49,48.0
50,37.0
51,32.0
52,38.0
53,36.0
54,18.0
55,49.0
56,34.0
57,49.0
58,34.0
59,33.0
60,36.0
61,36.0
62,33.0
63,36.0
64,23.0
65,49.0
66,36.0
67,36.0
68,36.0
69,17.0
70,37.0
71,35.0
72,34.0
73,37.0
74,34.0
75,37.0
76,47.0
77,35.0
78,36.0
79,34.0
80,36.0
81,36.0
82,35.0
83,15.0
84,32.0
85,33.0
86,31.0
87,48.0
88,31.0
89,35.0
90,36.0
91,36.0
92,32.0
93,61.0
94,37.0
95,88.0
