,0
0,33.0
1,49.0
2,36.0
3,46.0
4,37.0
5,33.0
6,49.0
7,38.0
8,33.0
9,36.0
10,37.0
11,45.0
12,36.0
13,38.0
14,57.0
15,50.0
16,34.0
17,36.0
18,35.0
19,33.0
20,35.0
21,34.0
22,45.0
23,35.0
24,38.0
25,34.0
26,37.0
27,36.0
28,37.0
29,35.0
30,33.0
31,35.0
32,46.0
33,35.0
34,48.0
35,34.0
36,35.0
37,34.0
38,34.0
39,36.0
40,35.0
41,35.0
42,35.0
43,35.0
44,37.0
45,37.0
46,36.0
47,50.0
48,36.0
49,35.0
50,35.0
51,48.0
52,49.0
53,27.0
54,47.0
55,35.0
56,33.0
57,34.0
58,34.0
59,35.0
60,37.0
61,34.0
62,37.0
63,48.0
64,38.0
65,33.0
66,37.0
67,35.0
68,35.0
69,60.0
70,35.0
71,35.0
72,37.0
73,36.0
74,35.0
75,45.0
76,34.0
77,49.0
78,35.0
79,35.0
80,49.0
81,36.0
82,46.0
83,35.0
84,36.0
85,34.0
86,35.0
87,42.0
88,36.0
89,34.0
90,47.0
91,35.0
92,27.0
93,38.0
94,34.0
95,37.0
