,0
0,36.0
1,36.0
2,31.0
3,51.0
4,35.0
5,37.0
6,36.0
7,34.0
8,32.0
9,36.0
10,35.0
11,35.0
12,33.0
13,37.0
14,36.0
15,33.0
16,39.0
17,34.0
18,36.0
19,30.0
20,31.0
21,36.0
22,70.0
23,33.0
24,33.0
25,36.0
26,36.0
27,37.0
28,50.0
29,35.0
30,35.0
31,33.0
32,34.0
33,37.0
34,35.0
35,36.0
36,37.0
37,35.0
38,48.0
39,35.0
40,35.0
41,35.0
42,36.0
43,36.0
44,35.0
45,38.0
46,25.0
47,37.0
48,35.0
49,48.0
50,34.0
51,38.0
52,38.0
53,34.0
54,36.0
55,62.0
56,35.0
57,33.0
58,35.0
59,35.0
60,50.0
61,35.0
62,35.0
63,36.0
64,38.0
65,35.0
66,33.0
67,36.0
68,38.0
69,61.0
70,33.0
71,38.0
72,35.0
73,36.0
74,36.0
75,35.0
76,34.0
77,47.0
78,46.0
79,76.0
80,60.0
81,48.0
82,36.0
83,34.0
84,50.0
85,46.0
86,37.0
87,36.0
88,37.0
89,34.0
90,35.0
91,47.0
92,34.0
93,33.0
94,36.0
95,36.0
