,0
0,31.0
1,38.0
2,35.0
3,45.0
4,32.0
5,46.0
6,35.0
7,35.0
8,34.0
9,33.0
10,46.0
11,71.0
12,48.0
13,37.0
14,47.0
15,130.0
16,62.0
17,35.0
18,75.0
19,71.0
20,50.0
21,48.0
22,61.0
23,63.0
24,39.0
25,34.0
26,75.0
27,47.0
28,37.0
29,48.0
30,96.0
31,61.0
32,55.0
33,48.0
34,38.0
35,58.0
36,48.0
37,77.0
38,72.0
39,34.0
40,50.0
41,48.0
42,35.0
43,61.0
44,40.0
45,48.0
46,48.0
47,60.0
48,34.0
49,59.0
50,47.0
51,48.0
52,49.0
53,63.0
54,61.0
55,32.0
56,61.0
57,35.0
58,37.0
59,34.0
60,37.0
61,32.0
62,48.0
63,35.0
64,33.0
65,33.0
66,115.0
67,36.0
68,37.0
69,35.0
70,43.0
71,64.0
72,55.0
73,61.0
74,72.0
75,48.0
76,61.0
77,35.0
78,60.0
79,36.0
80,35.0
81,34.0
82,36.0
83,44.0
84,83.0
85,48.0
86,48.0
87,59.0
88,73.0
89,60.0
90,47.0
91,36.0
92,49.0
93,86.0
94,47.0
95,49.0
