,0
0,33.0
1,33.0
2,34.0
3,34.0
4,35.0
5,37.0
6,36.0
7,36.0
8,34.0
9,48.0
10,48.0
11,33.0
12,51.0
13,35.0
14,33.0
15,35.0
16,34.0
17,36.0
18,35.0
19,36.0
20,33.0
21,49.0
22,36.0
23,38.0
24,34.0
25,37.0
26,36.0
27,47.0
28,34.0
29,35.0
30,38.0
31,36.0
32,34.0
33,33.0
34,37.0
35,36.0
36,37.0
37,35.0
38,38.0
39,37.0
40,38.0
41,35.0
42,35.0
43,35.0
44,35.0
45,50.0
46,36.0
47,32.0
48,47.0
49,33.0
50,46.0
51,34.0
52,31.0
53,32.0
54,34.0
55,36.0
56,34.0
57,37.0
58,45.0
59,36.0
60,63.0
61,36.0
62,34.0
63,36.0
64,36.0
65,37.0
66,37.0
67,32.0
68,47.0
69,32.0
70,36.0
71,32.0
72,36.0
73,38.0
74,49.0
75,37.0
76,36.0
77,37.0
78,38.0
79,34.0
80,34.0
81,35.0
82,47.0
83,34.0
84,37.0
85,38.0
86,21.0
87,32.0
88,34.0
89,35.0
90,34.0
91,37.0
92,39.0
93,35.0
94,34.0
95,35.0
