,0
0,35.0
1,36.0
2,35.0
3,47.0
4,36.0
5,47.0
6,37.0
7,37.0
8,37.0
9,49.0
10,48.0
11,50.0
12,36.0
13,49.0
14,37.0
15,35.0
16,35.0
17,49.0
18,36.0
19,33.0
20,36.0
21,37.0
22,36.0
23,34.0
24,35.0
25,34.0
26,50.0
27,36.0
28,36.0
29,34.0
30,31.0
31,47.0
32,33.0
33,37.0
34,48.0
35,35.0
36,49.0
37,47.0
38,33.0
39,36.0
40,33.0
41,50.0
42,35.0
43,48.0
44,34.0
45,35.0
46,33.0
47,33.0
48,35.0
49,72.0
50,34.0
51,34.0
52,48.0
53,35.0
54,48.0
55,35.0
56,36.0
57,50.0
58,35.0
59,48.0
60,48.0
61,35.0
62,34.0
63,34.0
64,48.0
65,33.0
66,36.0
67,35.0
68,48.0
69,33.0
70,34.0
71,35.0
72,61.0
73,46.0
74,36.0
75,34.0
76,47.0
77,49.0
78,36.0
79,35.0
80,37.0
81,36.0
82,35.0
83,33.0
84,47.0
85,46.0
86,49.0
87,46.0
88,35.0
89,35.0
90,37.0
91,44.0
92,50.0
93,36.0
94,36.0
95,36.0
