,0
0,1678981.0
1,1267238.0
2,1078425.0
3,818542.0
4,430117.0
5,395968.0
6,330038.0
7,172384.0
8,142703.0
9,138828.0
10,106030.0
11,97983.0
12,59248.0
13,53625.0
14,48451.0
15,43428.0
16,36786.0
17,29622.0
18,24299.0
19,20931.0
20,16656.0
21,16573.0
22,14756.0
23,14503.0
24,14278.0
25,12462.0
26,10315.0
27,9748.0
28,9139.0
29,9066.0
30,8814.0
31,8317.0
32,7581.0
33,7308.0
34,7225.0
35,6836.0
36,6543.0
37,6227.0
38,6013.0
39,5705.0
40,5606.0
41,4937.0
42,3917.0
43,3830.0
44,3683.0
45,3232.0
46,2645.0
47,2387.0
48,2384.0
49,2056.0
50,2040.0
51,2007.0
52,1890.0
53,1860.0
54,1858.0
55,1682.0
56,1545.0
57,1495.0
58,1479.0
59,1420.0
60,1198.0
61,1187.0
62,1105.0
63,1095.0
64,1088.0
65,1011.0
66,828.0
67,777.0
68,702.0
69,621.0
70,528.0
71,402.0
72,378.0
73,246.0
74,241.0
75,224.0
76,203.0
77,152.0
78,151.0
79,118.0
80,104.0
81,93.0
82,77.0
83,47.0
84,45.0
85,45.0
86,37.0
87,36.0
88,36.0
89,36.0
90,35.0
91,35.0
92,34.0
93,33.0
94,32.0
95,32.0
96,30.0
97,28.0
