,0
0,2902200.0
1,2823833.0
2,2435028.0
3,342323.0
4,161115.0
5,134671.0
6,131632.0
7,115997.0
8,103765.0
9,73275.0
10,48646.0
11,45830.0
12,44102.0
13,33851.0
14,29654.0
15,25544.0
16,18811.0
17,13403.0
18,11260.0
19,11198.0
20,9444.0
21,7181.0
22,7145.0
23,6254.0
24,6239.0
25,5277.0
26,4864.0
27,3951.0
28,3835.0
29,3687.0
30,3415.0
31,3235.0
32,3115.0
33,2609.0
34,2585.0
35,2485.0
36,2436.0
37,2387.0
38,2131.0
39,2070.0
40,1786.0
41,1705.0
42,1698.0
43,1658.0
44,1567.0
45,1543.0
46,1478.0
47,1477.0
48,1467.0
49,1455.0
50,1260.0
51,1191.0
52,1056.0
53,1027.0
54,982.0
55,978.0
56,954.0
57,885.0
58,796.0
59,581.0
60,498.0
61,418.0
62,414.0
63,413.0
64,405.0
65,368.0
66,352.0
67,346.0
68,336.0
69,317.0
70,298.0
71,265.0
72,254.0
73,195.0
74,91.0
75,90.0
76,83.0
77,77.0
78,70.0
79,69.0
80,61.0
81,61.0
82,60.0
83,58.0
84,46.0
85,45.0
86,42.0
87,36.0
88,35.0
89,34.0
90,34.0
91,34.0
92,34.0
93,34.0
94,33.0
95,30.0
96,29.0
97,29.0
