,0
0,6123442.0
1,2725959.0
2,2422020.0
3,1038889.0
4,779133.0
5,568025.0
6,394611.0
7,250268.0
8,104764.0
9,90789.0
10,63957.0
11,53151.0
12,51520.0
13,50253.0
14,42917.0
15,38009.0
16,33200.0
17,16036.0
18,15445.0
19,13417.0
20,10776.0
21,9066.0
22,9066.0
23,7831.0
24,7156.0
25,6703.0
26,6414.0
27,6310.0
28,5978.0
29,5825.0
30,5778.0
31,4356.0
32,4132.0
33,3664.0
34,3475.0
35,3163.0
36,2666.0
37,2647.0
38,2490.0
39,2400.0
40,2386.0
41,2356.0
42,2197.0
43,2030.0
44,1857.0
45,1829.0
46,1734.0
47,1666.0
48,1480.0
49,1382.0
50,1321.0
51,1296.0
52,1295.0
53,1270.0
54,1216.0
55,1152.0
56,1148.0
57,1125.0
58,1038.0
59,837.0
60,827.0
61,808.0
62,776.0
63,746.0
64,707.0
65,698.0
66,654.0
67,492.0
68,472.0
69,353.0
70,260.0
71,150.0
72,133.0
73,129.0
74,128.0
75,107.0
76,80.0
77,60.0
78,59.0
79,58.0
80,47.0
81,47.0
82,46.0
83,46.0
84,46.0
85,42.0
86,37.0
87,37.0
88,35.0
89,35.0
90,34.0
91,34.0
92,33.0
93,32.0
94,30.0
95,28.0
96,28.0
97,27.0
