,0
0,4786087.0
1,947037.0
2,743669.0
3,282819.0
4,148478.0
5,137364.0
6,94787.0
7,85125.0
8,68295.0
9,64439.0
10,62749.0
11,62542.0
12,38395.0
13,24335.0
14,22328.0
15,19992.0
16,18471.0
17,17489.0
18,14049.0
19,9220.0
20,8526.0
21,7569.0
22,6624.0
23,6606.0
24,6336.0
25,3425.0
26,3033.0
27,2901.0
28,2822.0
29,2756.0
30,2744.0
31,2437.0
32,1736.0
33,1734.0
34,1725.0
35,1612.0
36,1567.0
37,1478.0
38,1327.0
39,1288.0
40,1264.0
41,1255.0
42,1242.0
43,1225.0
44,1191.0
45,1103.0
46,1050.0
47,957.0
48,951.0
49,932.0
50,932.0
51,925.0
52,798.0
53,768.0
54,674.0
55,614.0
56,577.0
57,567.0
58,487.0
59,444.0
60,341.0
61,336.0
62,255.0
63,249.0
64,217.0
65,177.0
66,164.0
67,150.0
68,142.0
69,138.0
70,124.0
71,112.0
72,104.0
73,103.0
74,93.0
75,80.0
76,76.0
77,73.0
78,61.0
79,58.0
80,46.0
81,46.0
82,44.0
83,44.0
84,43.0
85,37.0
86,37.0
87,36.0
88,35.0
89,35.0
90,34.0
91,33.0
92,33.0
93,32.0
94,32.0
95,31.0
96,28.0
97,27.0
