,0
0,4364075.0
1,3152055.0
2,3097496.0
3,870156.0
4,707168.0
5,396009.0
6,349660.0
7,245757.0
8,201787.0
9,174469.0
10,157676.0
11,146621.0
12,146260.0
13,136238.0
14,112215.0
15,60632.0
16,46693.0
17,43102.0
18,26286.0
19,24938.0
20,24670.0
21,20870.0
22,18585.0
23,18006.0
24,17296.0
25,16225.0
26,15606.0
27,14853.0
28,14807.0
29,14456.0
30,13420.0
31,13225.0
32,11914.0
33,11182.0
34,11055.0
35,10944.0
36,10458.0
37,9238.0
38,7879.0
39,7748.0
40,6937.0
41,5977.0
42,5667.0
43,5546.0
44,5176.0
45,4343.0
46,4338.0
47,4219.0
48,3379.0
49,3208.0
50,2416.0
51,2374.0
52,1997.0
53,1963.0
54,1719.0
55,1694.0
56,1620.0
57,1488.0
58,1342.0
59,1197.0
60,1142.0
61,1126.0
62,1081.0
63,1066.0
64,964.0
65,876.0
66,827.0
67,796.0
68,783.0
69,770.0
70,450.0
71,418.0
72,283.0
73,233.0
74,140.0
75,132.0
76,129.0
77,127.0
78,105.0
79,72.0
80,72.0
81,67.0
82,64.0
83,58.0
84,56.0
85,45.0
86,45.0
87,36.0
88,34.0
89,33.0
90,32.0
91,32.0
92,32.0
93,31.0
94,31.0
95,30.0
96,30.0
97,29.0
