,0
0,861352.0
1,437455.0
2,317609.0
3,163203.0
4,146558.0
5,128261.0
6,122653.0
7,107714.0
8,104041.0
9,84916.0
10,77213.0
11,70929.0
12,42212.0
13,38709.0
14,35791.0
15,34497.0
16,30467.0
17,29046.0
18,24323.0
19,19678.0
20,13821.0
21,11840.0
22,11558.0
23,11173.0
24,10928.0
25,10725.0
26,9526.0
27,8461.0
28,8172.0
29,8061.0
30,7896.0
31,6884.0
32,5591.0
33,4415.0
34,3618.0
35,3463.0
36,3290.0
37,3186.0
38,2982.0
39,2894.0
40,2600.0
41,2502.0
42,2272.0
43,2219.0
44,2154.0
45,2088.0
46,2069.0
47,1867.0
48,1807.0
49,1754.0
50,1722.0
51,1718.0
52,1322.0
53,1319.0
54,1199.0
55,1177.0
56,1088.0
57,997.0
58,976.0
59,973.0
60,918.0
61,872.0
62,844.0
63,841.0
64,808.0
65,800.0
66,799.0
67,787.0
68,741.0
69,740.0
70,632.0
71,520.0
72,514.0
73,502.0
74,502.0
75,475.0
76,435.0
77,428.0
78,421.0
79,383.0
80,379.0
81,345.0
82,314.0
83,282.0
84,236.0
85,222.0
86,200.0
87,183.0
88,113.0
89,103.0
90,71.0
91,59.0
92,45.0
93,37.0
94,35.0
95,34.0
96,33.0
97,32.0
