,0
0,926145.0
1,471712.0
2,367698.0
3,222338.0
4,204075.0
5,181350.0
6,162401.0
7,151822.0
8,120861.0
9,77965.0
10,76692.0
11,72772.0
12,69725.0
13,69208.0
14,65818.0
15,46943.0
16,38909.0
17,38717.0
18,27079.0
19,23215.0
20,21061.0
21,20759.0
22,20070.0
23,18853.0
24,17171.0
25,16518.0
26,16499.0
27,13810.0
28,11380.0
29,10171.0
30,9835.0
31,8246.0
32,6940.0
33,6669.0
34,5018.0
35,4936.0
36,4326.0
37,4281.0
38,4082.0
39,3986.0
40,3815.0
41,3505.0
42,3476.0
43,3240.0
44,3220.0
45,2478.0
46,2172.0
47,2149.0
48,1892.0
49,1784.0
50,1700.0
51,1641.0
52,1568.0
53,1486.0
54,1464.0
55,1255.0
56,1229.0
57,1193.0
58,1192.0
59,1184.0
60,1170.0
61,1087.0
62,1086.0
63,1046.0
64,962.0
65,761.0
66,624.0
67,594.0
68,573.0
69,553.0
70,434.0
71,341.0
72,215.0
73,192.0
74,168.0
75,125.0
76,124.0
77,118.0
78,94.0
79,84.0
80,74.0
81,73.0
82,58.0
83,48.0
84,44.0
85,44.0
86,44.0
87,42.0
88,36.0
89,36.0
90,36.0
91,35.0
92,33.0
93,32.0
94,31.0
95,31.0
96,30.0
97,28.0
