,0
0,1118870.0
1,808230.0
2,708657.0
3,523266.0
4,361014.0
5,292678.0
6,288691.0
7,285960.0
8,182963.0
9,167430.0
10,149640.0
11,104628.0
12,95789.0
13,88274.0
14,65596.0
15,40852.0
16,33479.0
17,28801.0
18,20432.0
19,14776.0
20,12988.0
21,10864.0
22,10383.0
23,10266.0
24,8255.0
25,8217.0
26,7835.0
27,6618.0
28,6478.0
29,6137.0
30,5577.0
31,4957.0
32,4481.0
33,4423.0
34,4396.0
35,4389.0
36,4031.0
37,3945.0
38,3761.0
39,3642.0
40,3315.0
41,3100.0
42,3052.0
43,2938.0
44,2725.0
45,2203.0
46,2052.0
47,1940.0
48,1938.0
49,1879.0
50,1760.0
51,1676.0
52,1648.0
53,1595.0
54,1520.0
55,1510.0
56,1358.0
57,1312.0
58,1189.0
59,1120.0
60,1115.0
61,1076.0
62,964.0
63,950.0
64,864.0
65,768.0
66,766.0
67,720.0
68,664.0
69,525.0
70,493.0
71,406.0
72,379.0
73,268.0
74,253.0
75,251.0
76,239.0
77,191.0
78,183.0
79,168.0
80,138.0
81,98.0
82,90.0
83,56.0
84,49.0
85,47.0
86,46.0
87,45.0
88,42.0
89,39.0
90,38.0
91,36.0
92,35.0
93,35.0
94,34.0
95,33.0
96,32.0
97,27.0
