,0
0,1249319.0
1,1177064.0
2,1073326.0
3,1032936.0
4,601375.0
5,164496.0
6,151462.0
7,141990.0
8,113324.0
9,76781.0
10,59787.0
11,51548.0
12,40841.0
13,39999.0
14,37824.0
15,29889.0
16,29189.0
17,28667.0
18,26203.0
19,25481.0
20,22093.0
21,21852.0
22,19683.0
23,19571.0
24,18397.0
25,14690.0
26,11135.0
27,9213.0
28,8872.0
29,7641.0
30,6495.0
31,6420.0
32,5844.0
33,5072.0
34,5028.0
35,4838.0
36,4732.0
37,3791.0
38,3434.0
39,3353.0
40,3043.0
41,2552.0
42,2212.0
43,2165.0
44,2110.0
45,2007.0
46,1894.0
47,1682.0
48,1571.0
49,1482.0
50,1394.0
51,1369.0
52,1364.0
53,1309.0
54,1261.0
55,1253.0
56,1130.0
57,1118.0
58,1025.0
59,999.0
60,990.0
61,979.0
62,880.0
63,844.0
64,803.0
65,751.0
66,621.0
67,578.0
68,559.0
69,545.0
70,460.0
71,377.0
72,327.0
73,309.0
74,241.0
75,216.0
76,169.0
77,164.0
78,163.0
79,142.0
80,132.0
81,130.0
82,126.0
83,106.0
84,78.0
85,73.0
86,46.0
87,39.0
88,36.0
89,34.0
90,33.0
91,33.0
92,32.0
93,32.0
94,32.0
95,31.0
96,30.0
97,25.0
