,0
0,936754.0
1,613188.0
2,557921.0
3,538640.0
4,536325.0
5,455973.0
6,414680.0
7,184164.0
8,99527.0
9,79624.0
10,77428.0
11,55974.0
12,53313.0
13,32076.0
14,27688.0
15,27517.0
16,26782.0
17,25977.0
18,17554.0
19,16029.0
20,14378.0
21,12981.0
22,12129.0
23,8823.0
24,8758.0
25,8596.0
26,7400.0
27,6251.0
28,6003.0
29,5450.0
30,5322.0
31,4996.0
32,4983.0
33,4786.0
34,4327.0
35,4207.0
36,3754.0
37,3631.0
38,2901.0
39,2897.0
40,2871.0
41,2765.0
42,2745.0
43,2540.0
44,2229.0
45,2200.0
46,1937.0
47,1903.0
48,1792.0
49,1657.0
50,1471.0
51,1413.0
52,1351.0
53,1250.0
54,1167.0
55,1127.0
56,1106.0
57,1087.0
58,1010.0
59,886.0
60,860.0
61,854.0
62,837.0
63,729.0
64,692.0
65,625.0
66,617.0
67,612.0
68,577.0
69,575.0
70,564.0
71,526.0
72,526.0
73,526.0
74,521.0
75,485.0
76,399.0
77,369.0
78,362.0
79,358.0
80,312.0
81,205.0
82,191.0
83,174.0
84,146.0
85,129.0
86,128.0
87,109.0
88,92.0
89,74.0
90,71.0
91,71.0
92,67.0
93,60.0
94,45.0
95,45.0
96,35.0
97,30.0
