,0
0,8029957.0
1,4249935.0
2,2548388.0
3,1982192.0
4,897829.0
5,653359.0
6,582435.0
7,471634.0
8,337494.0
9,305360.0
10,232552.0
11,127757.0
12,59786.0
13,52699.0
14,44182.0
15,36445.0
16,18470.0
17,16595.0
18,15465.0
19,14819.0
20,12239.0
21,12186.0
22,11570.0
23,9570.0
24,6638.0
25,6032.0
26,3830.0
27,3790.0
28,3125.0
29,3038.0
30,2968.0
31,2464.0
32,2439.0
33,2421.0
34,2399.0
35,2299.0
36,2295.0
37,2231.0
38,2117.0
39,2078.0
40,2034.0
41,2029.0
42,2010.0
43,1844.0
44,1773.0
45,1561.0
46,1510.0
47,1483.0
48,1445.0
49,1176.0
50,1088.0
51,1037.0
52,971.0
53,919.0
54,805.0
55,795.0
56,724.0
57,683.0
58,641.0
59,595.0
60,588.0
61,560.0
62,526.0
63,408.0
64,379.0
65,330.0
66,313.0
67,299.0
68,208.0
69,133.0
70,113.0
71,108.0
72,104.0
73,103.0
74,103.0
75,99.0
76,80.0
77,79.0
78,62.0
79,56.0
80,56.0
81,56.0
82,56.0
83,53.0
84,48.0
85,47.0
86,44.0
87,37.0
88,37.0
89,35.0
90,35.0
91,35.0
92,34.0
93,34.0
94,33.0
95,32.0
96,29.0
97,24.0
